Date,Open,High,Low,Close,Adj Close,Volume
2023-04-11,6050.000000,6175.000000,6050.000000,6150.000000,5892.236328,11200300
2023-04-12,6175.000000,6250.000000,6075.000000,6200.000000,5940.140625,10673700
2023-04-13,6200.000000,6250.000000,6100.000000,6100.000000,5844.332031,5257700
2023-04-14,6125.000000,6200.000000,6100.000000,6125.000000,5868.284180,7014500
2023-04-17,6125.000000,6175.000000,6000.000000,6050.000000,5796.427734,12547400
2023-04-18,6100.000000,6125.000000,6025.000000,6025.000000,5772.475586,12759200
2023-04-26,6075.000000,6075.000000,5950.000000,6025.000000,5772.475586,16861600
2023-04-27,6000.000000,6100.000000,6000.000000,6025.000000,5772.475586,14572100
2023-04-28,6050.000000,6075.000000,5925.000000,5950.000000,5700.618652,21384000
2023-05-02,5950.000000,6000.000000,5800.000000,5875.000000,5628.762207,24274000
2023-05-03,5875.000000,5950.000000,5800.000000,5850.000000,5604.810059,21341800
2023-05-04,5700.000000,5825.000000,5650.000000,5800.000000,5800.000000,19960000
2023-05-05,5800.000000,5800.000000,5625.000000,5700.000000,5700.000000,16448000
2023-05-08,5700.000000,5875.000000,5675.000000,5825.000000,5825.000000,17230700
2023-05-09,5875.000000,6150.000000,5850.000000,6125.000000,6125.000000,24426600
2023-05-10,6150.000000,6175.000000,6025.000000,6050.000000,6050.000000,9144300
2023-05-11,6075.000000,6100.000000,5825.000000,5875.000000,5875.000000,29845900
2023-05-12,5900.000000,5950.000000,5850.000000,5900.000000,5900.000000,12770000
2023-05-15,5900.000000,5900.000000,5775.000000,5850.000000,5850.000000,9901000
2023-05-16,5850.000000,5950.000000,5825.000000,5900.000000,5900.000000,7533500
2023-05-17,5925.000000,6025.000000,5925.000000,5925.000000,5925.000000,10772800
2023-05-19,5925.000000,6025.000000,5875.000000,5925.000000,5925.000000,10078300
2023-05-22,5925.000000,6100.000000,5925.000000,6050.000000,6050.000000,9107600
2023-05-23,6050.000000,6075.000000,5950.000000,5950.000000,5950.000000,12953800
2023-05-24,5950.000000,5975.000000,5900.000000,5925.000000,5925.000000,5858500
2023-05-25,5900.000000,5975.000000,5900.000000,5900.000000,5900.000000,8174100
2023-05-26,5950.000000,5975.000000,5900.000000,5900.000000,5900.000000,4980200
2023-05-29,5900.000000,5950.000000,5800.000000,5900.000000,5900.000000,10150400
2023-05-30,5900.000000,6025.000000,5900.000000,5900.000000,5900.000000,6233800
2023-05-31,5925.000000,5950.000000,5800.000000,5800.000000,5800.000000,29085600
2023-06-05,5750.000000,5925.000000,5700.000000,5825.000000,5825.000000,12517800
2023-06-06,5825.000000,5900.000000,5800.000000,5850.000000,5850.000000,7626500
2023-06-07,5875.000000,5900.000000,5775.000000,5850.000000,5850.000000,8369100
2023-06-08,5850.000000,5900.000000,5800.000000,5875.000000,5875.000000,6741600
2023-06-09,5875.000000,5950.000000,5850.000000,5925.000000,5925.000000,5821700
2023-06-12,5950.000000,6050.000000,5925.000000,6050.000000,6050.000000,11212000
2023-06-13,6100.000000,6100.000000,6000.000000,6000.000000,6000.000000,8181800
2023-06-14,null,null,null,null,null,null
2023-06-15,5975.000000,6075.000000,5975.000000,6000.000000,6000.000000,2531700
